fuente_id,clasificacion,fecha_envio,estado_informe,envio_id,caracteristicas_informe
ID-18690,Principal,2024-05-10T16:26:10.393000,Validado,8166,No cumple
ID-18690,Principal,2024-05-10T16:26:10.393000,Validado,8166,Cumple
ID-18691,Principal,2024-05-10T16:40:54.647000,Validado,12313,Cumple
ID-14628,Principal,2024-02-26T16:41:01.313000,Validado,10905,Cumple
ID-14628,Principal,2024-02-26T16:56:13.673000,Validado,10906,Cumple
ID-2209,Principal,2022-12-26T11:27:09.317000,Rechazado,3029,No cumple
ID-2209,Principal,2022-12-26T11:27:09.317000,Rechazado,3029,No cumple
ID-2460,Principal,2023-09-22T17:18:04.333000,Con observaciones,2974,No cumple
ID-2460,Principal,2023-05-31T11:58:38.287000,Con observaciones,7165,No cumple
ID-15020,Principal,2024-02-16T15:10:48.200000,Con observaciones,10795,No cumple
ID-6773,Principal,2023-11-08T13:18:29.957000,Rechazado,8856,No cumple
ID-6773,Principal,2023-11-08T13:18:29.957000,Rechazado,8856,No cumple
ID-6773,Principal,2023-11-08T13:21:57.317000,Rechazado,8857,No cumple
ID-6773,Principal,2023-11-08T13:21:57.317000,Rechazado,8857,No cumple
ID-6773,Principal,2024-03-13T23:42:38.537000,Con observaciones,11179,No cumple
ID-6773,Principal,2024-03-12T11:38:41.907000,Validado,11102,Cumple
ID-6773,Principal,2024-03-06T09:09:14.463000,Con observaciones,10973,No cumple
ID-6773,Principal,2023-06-28T23:32:56.780000,Validado,7542,Cumple
ID-6773,Principal,2024-01-10T09:36:38.840000,Con observaciones,10086,No cumple
ID-6773,Principal,2023-05-28T18:23:00.960000,Validado,6777,Cumple
ID-6774,Principal,2023-11-08T12:56:44.683000,Validado,8850,No cumple
ID-6774,Principal,2023-11-08T12:56:44.683000,Validado,8850,Cumple
ID-6772,Principal,2023-11-08T12:54:56.503000,Validado,8848,No cumple
ID-6772,Principal,2023-11-08T12:54:56.503000,Validado,8848,Cumple
ID-6777,Secundario,2024-03-14T17:54:01.990000,Con observaciones,11188,No cumple
ID-1828,Principal,2023-06-16T09:00:06.327000,Validado,6366,No cumple
ID-1828,Principal,2023-06-16T09:00:06.327000,Validado,6366,Cumple
ID-1828,Principal,2023-09-20T14:19:51.407000,Validado,8452,Cumple
ID-1828,Principal,2023-03-21T12:06:14.253000,Rechazado,5443,No cumple
ID-1828,Principal,2023-03-21T12:06:14.253000,Rechazado,5443,No cumple
ID-1828,Principal,2023-04-10T15:17:55.720000,Validado,5444,No cumple
ID-1828,Principal,2023-04-10T15:17:55.720000,Validado,5444,Cumple
ID-1828,Principal,2023-04-26T12:20:37.490000,Rechazado,6365,No cumple
ID-1828,Principal,2023-04-26T12:20:37.490000,Rechazado,6365,No cumple
ID-1830,Principal,2023-11-17T15:25:29.973000,Validado,8456,Cumple
ID-1830,Principal,2024-02-23T17:11:16.323000,Validado,10890,Cumple
ID-1830,Principal,2023-04-10T15:13:08.347000,Validado,6367,Cumple
ID-1830,Principal,2023-04-10T15:16:01.450000,Rechazado,5964,No cumple
ID-1830,Principal,2023-04-10T15:16:01.450000,Rechazado,5964,No cumple
ID-1830,Principal,2023-03-21T11:38:27.467000,Rechazado,5433,No cumple
ID-1830,Principal,2023-03-21T11:38:27.467000,Rechazado,5433,No cumple
ID-1829,Principal,2022-03-31T19:32:47.730000,Recepcionado,641,N/D
ID-1829,Principal,2022-03-31T19:41:59.653000,Recepcionado,642,N/D
ID-1829,Principal,2023-03-21T11:49:57.323000,Rechazado,5425,No cumple
ID-1829,Principal,2023-03-21T11:49:57.323000,Rechazado,5425,No cumple
ID-1829,Principal,2023-04-19T15:54:54.133000,Rechazado,6360,No cumple
ID-1829,Principal,2023-04-19T15:54:54.133000,Rechazado,6360,No cumple
ID-1829,Principal,2023-05-31T17:15:19.593000,Validado,6354,No cumple
ID-1829,Principal,2023-05-31T17:15:19.593000,Validado,6354,Cumple
ID-1829,Principal,2023-11-17T15:29:47.400000,Rechazado,6934,No cumple
ID-1829,Principal,2023-11-17T15:29:47.400000,Rechazado,6934,No cumple
ID-1829,Principal,2023-11-17T15:56:30.707000,Validado,8996,Cumple
ID-1829,Principal,2024-02-23T17:29:49.167000,Validado,10899,Cumple
ID-1829,Principal,2024-02-23T17:41:37.340000,Validado,10900,Cumple
ID-1829,Principal,2024-01-05T16:04:52.533000,Validado,9874,Cumple
ID-1688,Principal,2024-05-02T13:05:28.627000,Validado,11439,Cumple
ID-1688,Principal,2022-10-26T18:16:01.170000,Rechazado,297,No cumple
ID-1688,Principal,2022-10-26T18:16:01.170000,Rechazado,297,No cumple
ID-1688,Principal,2023-02-22T17:39:13.340000,Validado,5538,Cumple
ID-5490,Principal,2023-04-20T09:53:27.830000,Validado,6537,Cumple
ID-5490,Principal,2023-04-25T09:24:28.413000,Validado,6529,No cumple
ID-5490,Principal,2023-04-25T09:24:28.413000,Validado,6529,Cumple
ID-5490,Principal,2023-04-25T09:43:05.137000,Rechazado,6531,No cumple
ID-5490,Principal,2023-04-25T09:43:05.137000,Rechazado,6531,No cumple
ID-5490,Principal,2023-05-15T11:27:23.037000,Rechazado,6924,No cumple
ID-5490,Principal,2023-05-15T11:27:23.037000,Rechazado,6924,No cumple
ID-5490,Principal,2023-01-27T16:52:38.667000,Rechazado,3209,No cumple
ID-5490,Principal,2023-01-27T16:52:38.667000,Rechazado,3209,No cumple
ID-5490,Principal,2023-01-27T16:53:23.247000,Rechazado,3539,No cumple
ID-5490,Principal,2023-01-27T16:53:23.247000,Rechazado,3539,No cumple
ID-5490,Secundario,2023-01-27T16:54:52.237000,Rechazado,3540,No cumple
ID-5490,Secundario,2023-01-27T16:54:52.237000,Rechazado,3540,No cumple
ID-5490,Secundario,2023-01-27T16:55:11.057000,Rechazado,3556,No cumple
ID-5490,Secundario,2023-01-27T16:55:11.057000,Rechazado,3556,No cumple
ID-5490,Secundario,2023-05-15T11:27:58.613000,Rechazado,6923,No cumple
ID-5490,Secundario,2023-05-15T11:27:58.613000,Rechazado,6923,No cumple
ID-5490,Secundario,2023-04-25T09:45:20.020000,Rechazado,6530,No cumple
ID-5490,Secundario,2023-04-25T09:45:20.020000,Rechazado,6530,No cumple
ID-5490,Secundario,2023-04-25T09:23:00.697000,Validado,6527,No cumple
ID-5490,Secundario,2023-04-25T09:23:00.697000,Validado,6527,Cumple
ID-5490,Secundario,2023-04-20T10:04:35.243000,Validado,6538,Cumple
ID-5490,Secundario,2022-09-02T11:50:35.460000,Rechazado,1981,No cumple
ID-5490,Secundario,2022-09-02T11:50:35.460000,Rechazado,1981,No cumple
ID-5490,Secundario,2024-04-26T09:14:50.080000,Validado,11803,Cumple
ID-13609,Principal,2022-06-02T22:21:06.307000,Con observaciones,2125,No cumple
ID-10276,Principal,2024-05-08T09:53:16.143000,Rechazado,8674,No cumple
ID-10276,Principal,2024-05-08T09:53:16.143000,Rechazado,8674,No cumple
ID-10277,Principal,2024-05-08T09:53:49.703000,Validado,9644,No cumple
ID-10277,Principal,2024-05-08T09:53:49.703000,Validado,9644,Cumple
ID-10346,Principal,2023-12-28T09:49:22.027000,Con observaciones,3354,No cumple
ID-5635,Principal,2022-04-25T14:43:47.837000,Recepcionado,1348,N/D
ID-10084,Principal,2024-05-08T16:08:07.647000,Validado,9602,No cumple
ID-10084,Principal,2024-05-08T16:08:07.647000,Validado,9602,Cumple
ID-4544,Principal,2022-09-20T17:43:02.560000,Validado,2946,Cumple
ID-4544,Principal,2022-05-10T17:55:57.470000,Recepcionado,1011,N/D
ID-4544,Principal,2023-02-06T16:51:34.133000,Validado,5375,Cumple
ID-4544,Principal,2023-08-09T13:10:36.773000,Validado,7981,Cumple
ID-4544,Principal,2024-02-09T18:14:42.587000,Validado,10720,Cumple
ID-5746,Principal,2023-06-12T21:02:36.217000,Validado,7350,Cumple
ID-5746,Principal,2023-06-12T21:30:47.117000,Validado,7351,Cumple
ID-5746,Principal,2023-09-01T11:15:09.793000,Validado,6670,Cumple
ID-5746,Principal,2023-09-04T16:20:28.507000,Validado,8306,Cumple
ID-5746,Principal,2023-09-04T17:27:09.677000,Validado,7339,No cumple
ID-5746,Principal,2023-09-04T17:27:09.677000,Validado,7339,Cumple
ID-5746,Principal,2023-09-13T12:47:01.400000,Rechazado,8300,No cumple
ID-5746,Principal,2023-09-13T12:47:01.400000,Rechazado,8300,No cumple
ID-5746,Principal,2024-04-30T11:32:57.197000,Validado,11985,Cumple
ID-5746,Principal,2024-04-30T12:08:58.313000,Validado,11988,Cumple
ID-5746,Principal,2024-04-30T12:10:41.717000,Validado,11989,Cumple
ID-14762,Principal,2023-03-17T13:15:10.893000,Con observaciones,5907,No cumple
ID-14761,Principal,2023-03-17T13:39:53.827000,Validado,5908,Cumple
ID-14761,Principal,2023-03-17T13:40:41.713000,Validado,5909,Cumple
ID-9661,Principal,2023-10-05T16:11:31.290000,Validado,8647,Cumple
ID-9661,Principal,2022-11-07T16:19:41.080000,Rechazado,668,No cumple
ID-9661,Principal,2022-11-07T16:19:41.080000,Rechazado,668,No cumple
ID-9661,Principal,2023-03-28T07:07:49.477000,Validado,3737,No cumple
ID-9661,Principal,2023-03-28T07:07:49.477000,Validado,3737,Cumple
ID-9662,Principal,2023-03-28T07:08:17.947000,Validado,4914,No cumple
ID-9662,Principal,2023-03-28T07:08:17.947000,Validado,4914,Cumple
ID-9662,Principal,2022-11-07T16:45:41.283000,Rechazado,669,No cumple
ID-9662,Principal,2022-11-07T16:45:41.283000,Rechazado,669,No cumple
ID-9662,Principal,2024-01-23T22:32:31.687000,Validado,10371,Cumple
ID-9666,Principal,2022-12-21T14:40:43.473000,Validado,4320,Cumple
ID-9667,Principal,2022-12-21T12:37:16.090000,Validado,4310,Cumple
ID-8906,Principal,2022-11-26T15:01:54.277000,Validado,3920,Cumple
ID-8906,Principal,2022-11-26T15:01:55.943000,Validado,3921,Cumple
ID-8906,Principal,2023-12-11T15:15:57.517000,Validado,7258,No cumple
ID-8906,Principal,2023-12-11T15:15:57.517000,Validado,7258,Cumple
ID-8906,Principal,2023-12-11T16:03:46.617000,Validado,9294,Cumple
ID-8906,Secundario,2024-05-13T09:49:25.717000,Validado,9295,No cumple
ID-8906,Secundario,2024-05-13T09:49:25.717000,Validado,9295,Cumple
ID-8906,Secundario,2022-11-26T15:22:24.677000,Validado,3922,Cumple
ID-8906,Secundario,2022-11-26T15:22:35.630000,Validado,3923,Cumple
ID-8906,Secundario,2023-06-05T13:09:14.243000,Validado,7266,Cumple
ID-8906,Secundario,2023-06-05T13:09:15.753000,Validado,7270,Cumple
ID-8906,Secundario,2023-06-05T13:09:17.197000,Validado,7272,Cumple
ID-8906,Secundario,2023-06-05T13:09:21.230000,Validado,7269,Cumple
ID-8907,Principal,2023-06-02T13:29:48.707000,Validado,7238,Cumple
ID-8907,Principal,2022-11-26T13:54:48.407000,Validado,3913,Cumple
ID-8907,Principal,2023-12-11T13:44:22.613000,Validado,9275,Cumple
ID-8907,Secundario,2023-12-11T14:06:26.873000,Validado,7239,No cumple
ID-8907,Secundario,2023-12-11T14:06:26.873000,Validado,7239,Cumple
ID-8907,Secundario,2023-12-11T14:59:38.080000,Validado,9283,Cumple
ID-8907,Secundario,2022-11-26T14:13:08.483000,Validado,3914,Cumple
ID-8907,Secundario,2022-11-26T14:13:16.087000,Validado,3915,Cumple
ID-8905,Principal,2022-11-26T14:33:09.183000,Validado,3916,Cumple
ID-8905,Principal,2022-11-26T14:33:21.063000,Validado,3917,Cumple
ID-8905,Principal,2023-06-02T16:44:43.550000,Validado,7250,Cumple
ID-8905,Principal,2023-12-11T17:17:15.080000,Validado,9296,Cumple
ID-8905,Secundario,2023-12-11T17:34:16.913000,Validado parcialmente,7253,No cumple
ID-8905,Secundario,2023-12-11T17:34:16.913000,Validado parcialmente,7253,Cumple
ID-8905,Secundario,2023-12-12T10:40:46.107000,Con observaciones,9299,Cumple
ID-8905,Secundario,2022-11-26T14:48:01.033000,Validado,3918,Cumple
ID-8905,Secundario,2022-11-26T14:48:03.093000,Validado,3919,Cumple
ID-6079,Secundario,2023-06-17T15:40:25.677000,Validado,7451,Cumple
ID-645,Secundario,2022-12-26T10:12:57.553000,Validado,4268,No cumple
ID-645,Secundario,2022-12-26T10:12:57.553000,Validado,4268,Cumple
ID-645,Secundario,2022-05-03T16:11:24.810000,Recepcionado,1579,N/D
ID-645,Secundario,2023-09-29T12:09:18.240000,Validado,8535,Cumple
ID-646,Secundario,2023-10-03T11:01:49.623000,Validado,8570,Cumple
ID-646,Secundario,2023-10-16T09:41:10.693000,Validado,8572,No cumple
ID-646,Secundario,2023-10-16T09:41:10.693000,Validado,8572,Cumple
ID-646,Secundario,2022-05-06T15:36:53.180000,Recepcionado,1661,N/D
ID-646,Secundario,2022-05-10T08:38:45.897000,Recepcionado,1770,N/D
ID-646,Secundario,2022-12-26T09:52:52.420000,Validado,4231,No cumple
ID-646,Secundario,2022-12-26T09:52:52.420000,Validado,4231,Cumple
ID-646,Secundario,2022-12-14T11:49:55.620000,Validado,4232,Cumple
ID-648,Secundario,2022-12-26T10:09:43.743000,Rechazado,4255,No cumple
ID-648,Secundario,2022-12-26T10:09:43.743000,Rechazado,4255,No cumple
ID-648,Secundario,2023-01-03T10:37:17.220000,Validado,4773,Cumple
ID-648,Secundario,2022-04-13T15:33:36.707000,Recepcionado,134,N/D
ID-648,Secundario,2023-09-25T16:17:53.067000,Validado,8510,Cumple
ID-641,Secundario,2023-09-28T16:57:58.673000,Validado,8530,Cumple
ID-641,Secundario,2022-05-03T15:35:56.570000,Recepcionado,1577,N/D
ID-641,Secundario,2022-12-26T10:14:31.233000,Validado,4270,No cumple
ID-641,Secundario,2022-12-26T10:14:31.233000,Validado,4270,Cumple
ID-642,Secundario,2022-12-26T10:11:18.663000,Validado,4264,No cumple
ID-642,Secundario,2022-12-26T10:11:18.663000,Validado,4264,Cumple
ID-642,Secundario,2022-05-02T15:59:26.860000,Recepcionado,1564,N/D
ID-642,Secundario,2023-09-27T11:15:52.890000,Validado,8517,Cumple
ID-5512,Principal,2024-04-18T11:17:39.730000,Validado,11445,Cumple
ID-13321,Secundario,2022-10-28T13:21:38.917000,Validado,2352,Cumple
ID-13321,Secundario,2022-06-16T16:36:49.920000,Recepcionado,2353,N/D
ID-13322,Principal,2022-06-16T16:53:01.907000,Recepcionado,2354,N/D
ID-13322,Secundario,2022-06-17T10:35:39.400000,Recepcionado,2367,N/D
ID-8774,Principal,2022-11-26T11:35:26.450000,Validado,3907,Cumple
ID-8774,Principal,2024-04-23T11:57:45.243000,Validado,11714,Cumple
ID-8774,Secundario,2024-04-23T12:27:50.500000,Validado,3910,No cumple
ID-8774,Secundario,2024-04-23T12:27:50.500000,Validado,3910,Cumple
ID-8774,Secundario,2024-05-08T14:20:16.407000,Validado,11715,No cumple
ID-8774,Secundario,2024-05-08T14:20:16.407000,Validado,11715,Cumple
ID-8775,Principal,2022-11-26T12:31:36.800000,Validado,3911,Cumple
ID-8775,Principal,2024-04-23T13:17:58.130000,Validado,11721,Cumple
ID-8775,Secundario,2024-04-23T15:08:08.760000,Validado,11722,Cumple
ID-8775,Secundario,2022-11-26T12:53:52.903000,Validado,3912,Cumple
ID-16794,Principal,2023-06-06T12:30:05.610000,Validado,5620,Cumple
ID-16794,Principal,2023-06-06T12:30:05.610000,Validado,5620,Cumple
ID-16795,Principal,2023-06-06T12:30:41.483000,Validado parcialmente,5619,No cumple
ID-16795,Principal,2023-06-06T12:30:41.483000,Validado parcialmente,5619,No cumple
ID-14374,Principal,2024-04-25T22:42:35.843000,Validado,11766,Cumple
ID-14374,Principal,2023-04-29T00:51:27.103000,Validado,6759,Cumple
ID-14374,Secundario,2023-06-12T16:10:24.117000,Validado,6760,No cumple
ID-14374,Secundario,2023-06-12T16:10:24.117000,Validado,6760,Cumple
ID-14374,Secundario,2024-04-25T22:46:45.177000,Validado,11796,Cumple
ID-14375,Principal,2024-04-25T22:44:17.697000,Con observaciones,8891,No cumple
ID-14375,Principal,2023-06-12T16:10:54.057000,Validado,6761,No cumple
ID-14375,Principal,2023-06-12T16:10:54.057000,Validado,6761,Cumple
ID-14375,Secundario,2023-06-12T16:11:33.977000,Validado,6762,No cumple
ID-14375,Secundario,2023-06-12T16:11:33.977000,Validado,6762,Cumple
ID-14375,Secundario,2024-04-25T22:45:27.760000,Validado,11800,Cumple
ID-6242,Principal,2022-03-18T22:20:41.803000,Recepcionado,63,N/D
ID-6243,Principal,2022-03-18T22:30:54.410000,Recepcionado,64,N/D
ID-6244,Principal,2022-03-18T22:36:36.847000,Recepcionado,65,N/D
ID-6245,Principal,2022-03-18T22:42:14.720000,Recepcionado,67,N/D
ID-6240,Principal,2022-03-18T22:47:20.277000,Recepcionado,68,N/D
ID-6241,Principal,2022-03-18T22:52:04.870000,Recepcionado,69,N/D
ID-6867,Secundario,2023-04-27T21:41:47.960000,Validado,6718,Cumple
ID-2201,Principal,2024-01-10T16:27:35.770000,Validado,10062,Cumple
ID-2199,Principal,2024-01-08T17:53:21.003000,Validado,10057,Cumple
ID-18322,Secundario,2023-06-23T15:37:38.217000,Validado,7277,Cumple
ID-4643,Secundario,2023-04-24T16:34:50.053000,Validado,6563,Cumple
ID-13013,Principal,2022-12-05T16:13:21.160000,Validado,4126,Cumple
ID-13013,Principal,2022-12-05T15:56:31.613000,Validado,4121,Cumple
ID-13013,Secundario,2022-12-06T12:05:24.063000,Validado,4156,Cumple
ID-13014,Principal,2022-12-05T13:14:21.873000,Validado,4084,Cumple
ID-13014,Principal,2022-12-05T13:16:21.190000,Validado,4085,Cumple
ID-13014,Secundario,2022-12-05T12:44:02.443000,Validado,4074,Cumple
ID-13015,Principal,2022-12-21T13:27:03.030000,Validado,4052,No cumple
ID-13015,Principal,2022-12-21T13:27:03.030000,Validado,4052,Cumple
ID-9263,Secundario,2022-04-07T18:47:38.680000,Con observaciones,1095,No cumple
ID-9263,Secundario,2023-03-29T08:37:02.760000,Validado,6115,Cumple
ID-9263,Secundario,2024-04-23T08:14:07.457000,Rechazado,10574,No cumple
ID-9263,Secundario,2024-04-23T08:14:07.457000,Rechazado,10574,No cumple
ID-9263,Secundario,2024-04-30T20:04:37.887000,Validado,11899,No cumple
ID-9263,Secundario,2024-04-30T20:04:37.887000,Validado,11899,Cumple
ID-9264,Secundario,2024-04-23T08:17:46.827000,Rechazado,10577,No cumple
ID-9264,Secundario,2024-04-23T08:17:46.827000,Rechazado,10577,No cumple
ID-9264,Secundario,2024-04-29T13:15:25.480000,Validado,11900,Cumple
ID-9264,Secundario,2024-04-29T13:15:45.113000,Validado,11901,Cumple
ID-9264,Secundario,2023-03-29T08:31:18.413000,Validado,6114,Cumple
ID-9264,Secundario,2022-04-07T18:46:35.660000,Con observaciones,1092,No cumple
ID-9265,Secundario,2022-04-07T18:47:08.860000,Con observaciones,1093,No cumple
ID-9265,Secundario,2023-03-29T08:25:19.793000,Validado,6113,Cumple
ID-9267,Secundario,2024-04-29T13:26:40.187000,Validado,11903,Cumple
ID-9267,Secundario,2024-04-23T08:28:05.487000,Rechazado,10575,No cumple
ID-9267,Secundario,2024-04-23T08:28:05.487000,Rechazado,10575,No cumple
ID-9267,Secundario,2022-04-07T18:46:07.933000,Con observaciones,1091,No cumple
ID-9267,Secundario,2023-03-29T08:43:52.370000,Validado,6117,Cumple
ID-9266,Secundario,2023-03-29T08:51:59.983000,Validado,6120,Cumple
ID-9266,Secundario,2022-04-07T18:45:36.633000,Con observaciones,1090,No cumple
ID-9266,Secundario,2024-04-29T13:21:51.620000,Validado,11902,Cumple
ID-9266,Secundario,2024-04-23T08:31:48.410000,Rechazado,10576,No cumple
ID-9266,Secundario,2024-04-23T08:31:48.410000,Rechazado,10576,No cumple
ID-14706,Principal,2023-03-31T12:35:01.757000,Validado,6203,Cumple
ID-14707,Principal,2023-03-31T12:43:40.050000,Validado,6204,Cumple
ID-13035,Secundario,2024-05-10T11:31:52.950000,Validado,12302,Cumple
ID-13035,Secundario,2023-01-04T08:01:02.790000,Validado,4797,Cumple
ID-13035,Secundario,2023-04-17T11:04:45.330000,Validado,6474,Cumple
ID-13035,Secundario,2023-04-17T15:32:04.207000,Validado,4796,No cumple
ID-13035,Secundario,2023-04-17T15:32:04.207000,Validado,4796,Cumple
ID-1760,Secundario,2023-06-23T13:35:32.140000,Con observaciones,7506,No cumple
ID-2077,Principal,2022-12-30T15:25:21.200000,Validado,4742,Cumple
ID-3414,Principal,2022-11-30T16:38:56.583000,Validado,4007,Cumple
ID-3417,Secundario,2022-11-30T15:57:54.360000,Validado,4005,Cumple
ID-3417,Secundario,2022-12-13T13:40:37.197000,Con observaciones,4006,No cumple
ID-3417,Secundario,2022-12-13T13:42:36.770000,Con observaciones,4011,No cumple
ID-3417,Secundario,2022-12-13T13:44:14.517000,Con observaciones,4013,No cumple
ID-3418,Secundario,2022-11-30T10:21:23.153000,Validado,3989,Cumple
ID-3418,Secundario,2022-11-30T10:39:17.833000,Validado,3990,Cumple
ID-3419,Secundario,2022-11-30T10:59:35.980000,Validado,3991,Cumple
ID-3419,Secundario,2022-11-30T11:12:08.127000,Validado,3992,Cumple
ID-3420,Secundario,2022-11-30T11:28:33.990000,Validado,3993,Cumple
ID-3420,Secundario,2022-11-30T11:39:05.623000,Validado,3994,Cumple
ID-3421,Secundario,2023-01-19T08:34:02.837000,Con observaciones,3995,No cumple
ID-3421,Secundario,2023-01-19T08:34:52.127000,Con observaciones,3998,No cumple
ID-3416,Secundario,2022-11-30T15:08:18.757000,Validado,4002,Cumple
ID-3416,Secundario,2022-11-30T15:32:11.330000,Validado,4004,Cumple
ID-4366,Principal,2024-04-30T17:02:08.797000,Validado,11693,Cumple
ID-4363,Secundario,2023-10-04T16:02:43.520000,Validado,8629,Cumple
ID-4363,Secundario,2023-10-04T16:02:56.947000,Validado,8630,Cumple
ID-4363,Secundario,2023-06-17T11:07:51.693000,Con observaciones,7444,No cumple
ID-4367,Secundario,2023-06-16T22:28:25.740000,Con observaciones,7429,No cumple
ID-4367,Secundario,2023-09-14T11:45:40.147000,Validado,8416,Cumple
ID-4361,Secundario,2023-10-05T11:07:27.557000,Validado,8633,Cumple
ID-4361,Secundario,2023-10-05T11:07:41.087000,Validado,8634,Cumple
ID-4361,Secundario,2023-06-16T22:41:00.480000,Con observaciones,7430,No cumple
ID-4362,Secundario,2023-06-16T23:03:44.253000,Con observaciones,7431,No cumple
ID-4362,Secundario,2023-10-11T15:17:40.730000,Validado,8644,No cumple
ID-4362,Secundario,2023-10-11T15:17:40.730000,Validado,8644,Cumple
ID-4364,Secundario,2023-06-16T23:14:16.517000,Con observaciones,7432,No cumple
ID-4364,Secundario,2023-10-04T16:19:45.467000,Validado,8631,Cumple
ID-4368,Secundario,2023-10-04T15:39:03.483000,Validado,8628,Cumple
ID-4368,Secundario,2023-06-16T23:33:33.223000,Con observaciones,7433,No cumple
ID-4369,Secundario,2023-06-17T08:58:40.243000,Con observaciones,7434,No cumple
ID-4369,Secundario,2023-10-04T17:03:41.050000,Validado,8632,Cumple
ID-4370,Secundario,2023-10-05T15:18:08.143000,Validado,8645,Cumple
ID-4370,Secundario,2023-06-17T11:17:16.517000,Con observaciones,7445,No cumple
ID-4371,Secundario,2023-06-17T11:59:46.337000,Con observaciones,7447,No cumple
ID-4371,Secundario,2023-10-05T12:38:18.330000,Validado,8636,Cumple
ID-4381,Secundario,2023-10-05T13:09:02.550000,Validado,8637,Cumple
ID-4381,Secundario,2023-10-05T13:09:03.827000,Validado,8638,Cumple
ID-4381,Secundario,2023-10-05T13:09:04.410000,Validado,8639,Cumple
ID-4381,Secundario,2023-06-17T09:22:57.233000,Con observaciones,7437,No cumple
ID-4382,Secundario,2023-06-17T09:06:39.727000,Con observaciones,7435,No cumple
ID-4382,Secundario,2023-11-16T13:05:58.500000,Validado,8991,Cumple
ID-4383,Secundario,2023-10-05T17:35:22.910000,Validado,8651,Cumple
ID-4383,Secundario,2023-06-17T09:15:08.063000,Con observaciones,7436,No cumple
ID-4372,Secundario,2023-06-17T09:31:49.443000,Con observaciones,7438,No cumple
ID-4372,Secundario,2023-10-16T10:25:41.220000,Validado,8706,Cumple
ID-4373,Secundario,2023-10-16T12:08:41.303000,Validado,8712,Cumple
ID-4373,Secundario,2023-06-17T09:44:14.523000,Con observaciones,7439,No cumple
ID-4374,Secundario,2023-06-17T09:54:48.537000,Con observaciones,7440,No cumple
ID-4374,Secundario,2023-10-16T12:32:44.577000,Validado,8714,Cumple
ID-4375,Secundario,2023-10-17T16:31:26.913000,Validado,8718,Cumple
ID-4375,Secundario,2023-06-17T11:24:41.007000,Con observaciones,7446,No cumple
ID-4376,Secundario,2023-06-17T10:42:03.500000,Con observaciones,7441,No cumple
ID-4376,Secundario,2023-10-05T11:49:24.273000,Validado,8635,Cumple
ID-4377,Secundario,2023-10-16T11:39:42.567000,Validado,8711,Cumple
ID-4377,Secundario,2023-06-17T10:53:04.320000,Con observaciones,7442,No cumple
ID-4378,Secundario,2023-06-17T12:35:17.300000,Con observaciones,7449,No cumple
ID-4378,Secundario,2023-10-16T10:50:29.940000,Validado,8707,Cumple
ID-4379,Secundario,2023-10-17T16:49:06.610000,Validado,8722,Cumple
ID-4379,Secundario,2023-06-17T12:45:13.903000,Con observaciones,7450,No cumple
ID-4380,Secundario,2023-06-17T11:00:15.833000,Con observaciones,7443,No cumple
ID-4380,Secundario,2023-08-24T17:05:59.893000,Validado,8192,Cumple
ID-4384,Secundario,2023-06-17T12:16:51.763000,Con observaciones,7448,No cumple
ID-4384,Secundario,2023-10-16T11:15:57.927000,Validado,8710,Cumple
ID-4656,Secundario,2022-09-01T10:40:19.187000,Validado,2363,Cumple
ID-4650,Secundario,2022-12-21T15:29:08.003000,Validado,3148,No cumple
ID-4650,Secundario,2022-12-21T15:29:08.003000,Validado,3148,Cumple
ID-13034,Principal,2024-05-09T12:21:10.537000,Validado,8961,No cumple
ID-13034,Principal,2024-05-09T12:21:10.537000,Validado,8961,Cumple
ID-13023,Secundario,2023-11-15T14:21:42.723000,Con observaciones,8969,No cumple
ID-13024,Secundario,2022-11-30T13:32:30.007000,Validado,3997,Cumple
ID-13025,Secundario,2022-12-07T12:58:59.237000,Validado,4161,Cumple
ID-13027,Secundario,2022-12-30T14:09:27.343000,Validado,4740,Cumple
ID-13022,Secundario,2023-11-16T13:41:37.493000,Validado,8992,Cumple
ID-13026,Secundario,2022-12-01T18:12:26.573000,Validado,4003,Cumple
ID-13028,Secundario,2023-11-15T11:50:40.840000,Validado,4165,No cumple
ID-13028,Secundario,2023-11-15T11:50:40.840000,Validado,4165,Cumple
ID-13031,Secundario,2023-01-03T10:34:57.087000,Validado,4772,Cumple
ID-13031,Secundario,2023-01-03T11:27:46.627000,Validado,4777,Cumple
ID-13032,Secundario,2023-11-15T15:26:48.093000,Con observaciones,8980,No cumple
ID-9216,Principal,2024-02-02T12:04:52.047000,Validado,10645,Cumple
ID-9217,Principal,2024-02-02T11:25:36.253000,Validado,10640,Cumple
ID-9217,Principal,2024-02-02T11:34:17.170000,Validado,10641,Cumple
ID-9217,Principal,2022-06-22T16:50:55.627000,Recepcionado,2120,N/D
ID-9213,Principal,2022-06-22T17:22:08.230000,Recepcionado,2385,N/D
ID-9213,Principal,2024-05-10T09:12:34.567000,Validado,10642,No cumple
ID-9213,Principal,2024-05-10T09:12:34.567000,Validado,10642,Cumple
ID-9213,Principal,2024-02-02T11:50:44.373000,Validado,10644,Cumple
ID-9214,Principal,2022-06-28T13:12:18.000000,Recepcionado,2405,N/D
ID-9215,Principal,2022-06-28T13:11:32.397000,Recepcionado,2404,N/D
ID-9215,Principal,2024-02-02T12:18:15.587000,Validado,10647,Cumple
